Source_Side,Status,Index_Entry,CIDOC_Type,Manual_Name,Manual_QID,Match_Type,File_Code,Extraction_Reason,Normalized_Name
Manual,Unmatched (Manual),,,Mosaic from the Temple of Fortune at Praeneste,A153,,work-English_table.csv,Unmatched Manual & Non-Q ID,Mosaic from the Temple of Fortune at Praeneste
Manual,Unmatched (Manual),,,Moses strikin the Rock,A393,,work-English_table.csv,Unmatched Manual & Non-Q ID,Moses strikin the Rock
Manual,Unmatched (Manual),,,Mostra dei Remondini,A154,,work-English_table.csv,Unmatched Manual & Non-Q ID,Mostra dei Remondini
Manual,Unmatched (Manual),,,Mostra del Tiepolo,A155,,work-English_table.csv,Unmatched Manual & Non-Q ID,Mostra del Tiepolo
Manual,Unmatched (Manual),,,Mourners at Tomb of Francesco Algarotti in Pisa,A380,,work-English_table.csv,Unmatched Manual & Non-Q ID,Mourners at Tomb of Francesco Algarotti in Pisa
Manual,Unmatched (Manual),,,Mucius Scaevola at the Altar,A399,,work-English_table.csv,Unmatched Manual & Non-Q ID,Mucius Scaevola at the Altar
Manual,Unmatched (Manual),,,Murals at Windsor Castle,A156,,work-English_table.csv,Unmatched Manual & Non-Q ID,Murals at Windsor Castle
Manual,Unmatched (Manual),,,Murals for the Vienna Residence,A157,,work-English_table.csv,Unmatched Manual & Non-Q ID,Murals for the Vienna Residence
Manual,Unmatched (Manual),,,Murder of Cain,A158,,work-English_table.csv,Unmatched Manual & Non-Q ID,Murder of Cain
Manual,Unmatched (Manual),,,Musei Civici Veneziani,G39,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Musei Civici Veneziani
Manual,Unmatched (Manual),,,Museo della Torre di San Marco,G57,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Museo della Torre di San Marco
Manual,Unmatched (Manual),,,Musicians,A440,,work-English_table.csv,Unmatched Manual & Non-Q ID,Musicians
Manual,Unmatched (Manual),,,Napoleonic government,G44,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Napoleonic government
Manual,Unmatched (Manual),,,Narcissus,A159,,work-English_table.csv,Unmatched Manual & Non-Q ID,Narcissus
Manual,Unmatched (Manual),,,Nativity,A160,,work-English_table.csv,Unmatched Manual & Non-Q ID,Nativity
Manual,Unmatched (Manual),,,Naudaeana,G126,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Naudaeana
Manual,Unmatched (Manual),,,Nella Stamperia Albrizziana,G89,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Nella Stamperia Albrizziana
Manual,Unmatched (Manual),,,Neptune,A162,,work-English_table.csv,Unmatched Manual & Non-Q ID,Neptune
Manual,Unmatched (Manual),,,Neptune Fountain,A441,,work-English_table.csv,Unmatched Manual & Non-Q ID,Neptune Fountain
Manual,Unmatched (Manual),,,Neptune Paying Homage to Venice,A351,,work-English_table.csv,Unmatched Manual & Non-Q ID,Neptune Paying Homage to Venice
Manual,Unmatched (Manual),,,Nero being shown the Corpse of Seneca,A163,,work-English_table.csv,Unmatched Manual & Non-Q ID,Nero being shown the Corpse of Seneca
Manual,Unmatched (Manual),,,Newtonianismo cover illustration,A442,,work-English_table.csv,Unmatched Manual & Non-Q ID,Newtonianismo cover illustration
Manual,Unmatched (Manual),,,Nymphenburg Gardens,G139,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Nymphenburg Gardens
Manual,Unmatched (Manual),,,Odomenigo Lelonotti da Fanano,R156,,name-English_table.csv,Unmatched Manual & Non-Q ID,Odomenigo Lelonotti da Fanano
Manual,Unmatched (Manual),,,Old Woman with Glasses,A406,,work-English_table.csv,Unmatched Manual & Non-Q ID,Old Woman with Glasses
Manual,Unmatched (Manual),,,Old man with a Pipe and Tobacco Pouch,A164,,work-English_table.csv,Unmatched Manual & Non-Q ID,Old man with a Pipe and Tobacco Pouch
Manual,Unmatched (Manual),,,Oratorian Chiesa Nuova,G102,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Oratorian Chiesa Nuova
Manual,Unmatched (Manual),,,Oriental Customs,A443,,work-English_table.csv,Unmatched Manual & Non-Q ID,Oriental Customs
Manual,Unmatched (Manual),,,Oriental heads,A369,,work-English_table.csv,Unmatched Manual & Non-Q ID,Oriental heads
Manual,Unmatched (Manual),,,Origin of Coral,A165,,work-English_table.csv,Unmatched Manual & Non-Q ID,Origin of Coral
Manual,Unmatched (Manual),,,Original proposals for reclaiming Prà de?a Va?e,A166,,work-English_table.csv,Unmatched Manual & Non-Q ID,Original proposals for reclaiming Prà de?a Va?e
Manual,Unmatched (Manual),,,Ornella Osti,R158,,name-English_table.csv,Unmatched Manual & Non-Q ID,Ornella Osti
Manual,Unmatched (Manual),,,Osvaldo B?hm Photograph Collection: Art and Architecture of Venice,G162,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Osvaldo B?hm Photograph Collection: Art and Architecture of Venice
Manual,Unmatched (Manual),,,Ottavio Novaroli,R159,,name-English_table.csv,Unmatched Manual & Non-Q ID,Ottavio Novaroli
Manual,Unmatched (Manual),,,"Où sont des pasteurs, des bergères et des moutons",A167,,work-English_table.csv,Unmatched Manual & Non-Q ID,"Où sont des pasteurs, des bergères et des moutons"
Manual,Unmatched (Manual),,,P. Carlo de Co: ti Lodoli Veneziano forse il Socrate Architetto,A444,,work-English_table.csv,Unmatched Manual & Non-Q ID,P. Carlo de Co: ti Lodoli Veneziano forse il Socrate Architetto
Manual,Unmatched (Manual),,,Paintings for the Church in Salamanca,A445,,work-English_table.csv,Unmatched Manual & Non-Q ID,Paintings for the Church in Salamanca
Manual,Unmatched (Manual),,,Palace at Valmontone,G53,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Palace at Valmontone
Manual,Unmatched (Manual),,,Palazzo Contarini del Bovolo,G34,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Palazzo Contarini del Bovolo
Manual,Unmatched (Manual),,,Palazzo Foscarini,G30,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Palazzo Foscarini
Manual,Unmatched (Manual),,,Palazzo Loredan,G114,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Palazzo Loredan
Manual,Unmatched (Manual),,,Palazzo Taddeo,G132,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Palazzo Taddeo
Manual,Unmatched (Manual),,,Pamfili Moncalto,R161,,name-English_table.csv,Unmatched Manual & Non-Q ID,Pamfili Moncalto
Manual,Unmatched (Manual),,,Paola Berselli Ambri,R162,,name-English_table.csv,Unmatched Manual & Non-Q ID,Paola Berselli Ambri
Manual,Unmatched (Manual),,,Parish of San Marco,G46,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Parish of San Marco
Manual,Unmatched (Manual),,,Parma gallery,G86,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Parma gallery
Manual,Unmatched (Manual),,,Parnassus,A446,,work-English_table.csv,Unmatched Manual & Non-Q ID,Parnassus
Manual,Unmatched (Manual),,,Pastoral Landscape,A447,,work-English_table.csv,Unmatched Manual & Non-Q ID,Pastoral Landscape
Manual,Unmatched (Manual),,,Paul Heilbronner,R164,,name-English_table.csv,Unmatched Manual & Non-Q ID,Paul Heilbronner
Manual,Unmatched (Manual),,,Paul Varnish,R165,,name-English_table.csv,Unmatched Manual & Non-Q ID,Paul Varnish
Manual,Unmatched (Manual),,,Pendentive Dome Frescoes of the Church of the Gesù,A169,,work-English_table.csv,Unmatched Manual & Non-Q ID,Pendentive Dome Frescoes of the Church of the Gesù
Manual,Unmatched (Manual),,,Perseus and Andromeda,A170,,work-English_table.csv,Unmatched Manual & Non-Q ID,Perseus and Andromeda
Manual,Unmatched (Manual),,,Philippe Zygodon,R169,,name-English_table.csv,Unmatched Manual & Non-Q ID,Philippe Zygodon
Manual,Unmatched (Manual),,,Picture Exhibition at Church of S. Rocco,A171,,work-English_table.csv,Unmatched Manual & Non-Q ID,Picture Exhibition at Church of S. Rocco
Manual,Unmatched (Manual),,,Pierre Motteux and his Family,A376,,work-English_table.csv,Unmatched Manual & Non-Q ID,Pierre Motteux and his Family
Manual,Unmatched (Manual),,,Pieta,G169,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Pieta
Manual,Unmatched (Manual),,,Pietro Moschini,R173,,name-English_table.csv,Unmatched Manual & Non-Q ID,Pietro Moschini
Manual,Unmatched (Manual),,,Pietro Zuccoli,R174,,name-English_table.csv,Unmatched Manual & Non-Q ID,Pietro Zuccoli
Manual,Unmatched (Manual),,,Pietà,A319,,work-English_table.csv,Unmatched Manual & Non-Q ID,Pietà
Manual,Unmatched (Manual),,,Pilsen,G25,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Pilsen
Manual,Unmatched (Manual),,,Pinacoteca at Lucca,G92,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Pinacoteca at Lucca
Manual,Unmatched (Manual),,,Pope Leo and Attila,A172,,work-English_table.csv,Unmatched Manual & Non-Q ID,Pope Leo and Attila
Manual,Unmatched (Manual),,,"Pope Pius V, Thomas Aquinas and Vincent Ferrer",A173,,work-English_table.csv,Unmatched Manual & Non-Q ID,"Pope Pius V, Thomas Aquinas and Vincent Ferrer"
Manual,Unmatched (Manual),,,Port,A174,,work-English_table.csv,Unmatched Manual & Non-Q ID,Port
Manual,Unmatched (Manual),,,Portrait of Donna Olimpia,A396,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portrait of Donna Olimpia
Manual,Unmatched (Manual),,,Portrait of Donna Olimpia Maidalchini,A175,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portrait of Donna Olimpia Maidalchini
Manual,Unmatched (Manual),,,Portrait of Field Marshal Schulenburg,A403,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portrait of Field Marshal Schulenburg
Manual,Unmatched (Manual),,,Portrait of John Law,A350,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portrait of John Law
Manual,Unmatched (Manual),,,Portrait of King John of Poland,A311,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portrait of King John of Poland
Manual,Unmatched (Manual),,,Portrait of Madame Rosenberg,A176,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portrait of Madame Rosenberg
Manual,Unmatched (Manual),,,Portrait of Ottaviano Prati,A347,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portrait of Ottaviano Prati
Manual,Unmatched (Manual),,,Portrait of Pierre Motteux,A320,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portrait of Pierre Motteux
Manual,Unmatched (Manual),,,Portrait of St. Francis Xavier,A448,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portrait of St. Francis Xavier
Manual,Unmatched (Manual),,,Portrait of Streit's Father,A177,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portrait of Streit's Father
Manual,Unmatched (Manual),,,Portrait of Streit's Mother,A178,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portrait of Streit's Mother
Manual,Unmatched (Manual),,,Portrait of Streit's Sister,A179,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portrait of Streit's Sister
Manual,Unmatched (Manual),,,Portrait of Teodoro Correr,A365,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portrait of Teodoro Correr
Manual,Unmatched (Manual),,,Portrait of a Cook,A405,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portrait of a Cook
Manual,Unmatched (Manual),,,Portrait of the Queen of Prussia,A386,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portrait of the Queen of Prussia
Manual,Unmatched (Manual),,,Portrait of the artist and his publisher Albrizzi,A180,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portrait of the artist and his publisher Albrizzi
Manual,Unmatched (Manual),,,Portraits of Venetian Cardinals,A183,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portraits of Venetian Cardinals
Manual,Unmatched (Manual),,,Portraits of Venetian Popes,A184,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portraits of Venetian Popes
Manual,Unmatched (Manual),,,Portraits of the Count and Countess of Monterrey,A181,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portraits of the Count and Countess of Monterrey
Manual,Unmatched (Manual),,,Portraits of the Doges of Venice,A182,,work-English_table.csv,Unmatched Manual & Non-Q ID,Portraits of the Doges of Venice
Manual,Unmatched (Manual),,,Potiphar,A344,,work-English_table.csv,Unmatched Manual & Non-Q ID,Potiphar
Manual,Unmatched (Manual),,,Powers of Eloquence,A1,,work-English_table.csv,Unmatched Manual & Non-Q ID,Powers of Eloquence
Manual,Unmatched (Manual),,,Presenzini Cigoli,R175,,name-English_table.csv,Unmatched Manual & Non-Q ID,Presenzini Cigoli
Manual,Unmatched (Manual),,,Protestant cemetery of S. Cristoforo,G140,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Protestant cemetery of San Cristoforo
Manual,Unmatched (Manual),,,Provencal antiquary Peiresc,G76,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Provencal antiquary Peiresc
Manual,Unmatched (Manual),,,Prudence and Justice,A185,,work-English_table.csv,Unmatched Manual & Non-Q ID,Prudence and Justice
Manual,Unmatched (Manual),,,Pyrrhus and Demetrius,A449,,work-English_table.csv,Unmatched Manual & Non-Q ID,Pyrrhus and Demetrius
Manual,Unmatched (Manual),,,"Quadi, che rappresentano fatti della Sacra Scrittura",A186,,work-English_table.csv,Unmatched Manual & Non-Q ID,"Quadi, che rappresentano fatti della Sacra Scrittura"
Manual,Unmatched (Manual),,,Queen Jezebel torn to pieces by Dogs,A450,,work-English_table.csv,Unmatched Manual & Non-Q ID,Queen Jezebel torn to pieces by Dogs
Manual,Unmatched (Manual),,,Raccolta di centododici stampe,A360,,work-English_table.csv,Unmatched Manual & Non-Q ID,Raccolta di centododici stampe
Manual,Unmatched (Manual),,,Raffaelo Marchesi,R176,,name-English_table.csv,Unmatched Manual & Non-Q ID,Raffaelo Marchesi
Manual,Unmatched (Manual),,,Rape of Europa,A389,,work-English_table.csv,Unmatched Manual & Non-Q ID,Rape of Europa
Manual,Unmatched (Manual),,,Rape of Helen,A187,,work-English_table.csv,Unmatched Manual & Non-Q ID,Rape of Helen
Manual,Unmatched (Manual),,,Rape of the Sabines,A330,,work-English_table.csv,Unmatched Manual & Non-Q ID,Rape of the Sabines
Manual,Unmatched (Manual),,,Raphael Loggias,G26,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Raphael Loggias
Manual,Unmatched (Manual),,,Rebecca and Eliezer,A402,,work-English_table.csv,Unmatched Manual & Non-Q ID,Rebecca and Eliezer
Manual,Unmatched (Manual),,,Regulus killed by the Carthaginians,A188,,work-English_table.csv,Unmatched Manual & Non-Q ID,Regulus killed by the Carthaginians
Manual,Unmatched (Manual),,,Relief of Field Marshal Schulenburg,A189,,work-English_table.csv,Unmatched Manual & Non-Q ID,Relief of Field Marshal Schulenburg
Manual,Unmatched (Manual),,,Religion trampling on Heresy,A190,,work-English_table.csv,Unmatched Manual & Non-Q ID,Religion trampling on Heresy
Manual,Unmatched (Manual),,,Religious Decorations at Whitehall,A451,,work-English_table.csv,Unmatched Manual & Non-Q ID,Religious Decorations at Whitehall
Manual,Unmatched (Manual),,,Renier Zeno,R177,,name-English_table.csv,Unmatched Manual & Non-Q ID,Renier Zeno
Manual,Unmatched (Manual),,,Ritratto con aistallo,A452,,work-English_table.csv,Unmatched Manual & Non-Q ID,Ritratto con aistallo
Manual,Unmatched (Manual),,,Robert Alexander Waller Fund,G133,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Robert Alexander Waller Fund
Manual,Unmatched (Manual),,,Roberto Lanetti,R179,,name-English_table.csv,Unmatched Manual & Non-Q ID,Roberto Lanetti
Manual,Unmatched (Manual),,,Rococo Pavilion,G115,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Rococo Pavilion
Manual,Unmatched (Manual),,,Romulm and Remus,A407,,work-English_table.csv,Unmatched Manual & Non-Q ID,Romulm and Remus
Manual,Unmatched (Manual),,,Romulus and Remus,A343,,work-English_table.csv,Unmatched Manual & Non-Q ID,Romulus and Remus
Manual,Unmatched (Manual),,,Rosalba Lorenzetti,R180,,name-English_table.csv,Unmatched Manual & Non-Q ID,Rosalba Lorenzetti
Manual,Unmatched (Manual),,,Royal chapel,G103,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Royal chapel
Manual,Unmatched (Manual),,,Ruins of the Church of the Cross,A453,,work-English_table.csv,Unmatched Manual & Non-Q ID,Ruins of the Church of the Cross
Manual,Unmatched (Manual),,,Rules of the Order,A191,,work-English_table.csv,Unmatched Manual & Non-Q ID,Rules of the Order
Manual,Unmatched (Manual),,,S. Angelo,G117,,gio-English_table.csv,Unmatched Manual & Non-Q ID,San Angelo
Manual,Unmatched (Manual),,,S. Canciano,G58,,gio-English_table.csv,Unmatched Manual & Non-Q ID,San Canciano
Manual,Unmatched (Manual),,,S. Gerolamo nel Deserto,A328,,work-English_table.csv,Unmatched Manual & Non-Q ID,S. Gerolamo nel Deserto
Manual,Unmatched (Manual),,,S. Giorgio Maggiore,G170,,gio-English_table.csv,Unmatched Manual & Non-Q ID,San Giorgio Maggiore
Manual,Unmatched (Manual),,,S. Lorenzo,G118,,gio-English_table.csv,Unmatched Manual & Non-Q ID,San Lorenzo
Manual,Unmatched (Manual),,,S.Giovanni Decollato,G172,,gio-English_table.csv,Unmatched Manual & Non-Q ID,SanGiovanni Decollato
Manual,Unmatched (Manual),,,S.Maria della Concezione,G174,,gio-English_table.csv,Unmatched Manual & Non-Q ID,SanMaria della Concezione
Manual,Unmatched (Manual),,,S.Maria della Vittoria,G173,,gio-English_table.csv,Unmatched Manual & Non-Q ID,SanMaria della Vittoria
Manual,Unmatched (Manual),,,SS. Cosma e Damiano alia Giudecca,G175,,gio-English_table.csv,Unmatched Manual & Non-Q ID,SSan Cosma e Damiano alia Giudecca
Manual,Unmatched (Manual),,,Sacrifice of Abraham,A192,,work-English_table.csv,Unmatched Manual & Non-Q ID,Sacrifice of Abraham
Manual,Unmatched (Manual),,,Sacrifice of Iphigenia,A324,,work-English_table.csv,Unmatched Manual & Non-Q ID,Sacrifice of Iphigenia
Manual,Unmatched (Manual),,,Sacrifices to Priapus,A193,,work-English_table.csv,Unmatched Manual & Non-Q ID,Sacrifices to Priapus
Manual,Unmatched (Manual),,,Saints Nereus and Achilleus,G105,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Saints Nereus and Achilleus
Manual,Unmatched (Manual),,,Saints Peter and Paul Baptising in the Mamertine Prison,A194,,work-English_table.csv,Unmatched Manual & Non-Q ID,Saints Peter and Paul Baptising in the Mamertine Prison
Manual,Unmatched (Manual),,,Salone,G119,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Salone
Manual,Unmatched (Manual),,,Salumieri Guild,G20,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Salumieri Guild
Manual,Unmatched (Manual),,,Samson,A195,,work-English_table.csv,Unmatched Manual & Non-Q ID,Samson
Manual,Unmatched (Manual),,,Samson killing a thousand with a jawbone,A342,,work-English_table.csv,Unmatched Manual & Non-Q ID,Samson killing a thousand with a jawbone
Manual,Unmatched (Manual),,,San Giovanni in Laterano,G5,,gio-English_table.csv,Unmatched Manual & Non-Q ID,San Giovanni in Laterano
Manual,Unmatched (Manual),,,San Niccolo al Lido,G129,,gio-English_table.csv,Unmatched Manual & Non-Q ID,San Niccolo al Lido
Manual,Unmatched (Manual),,,San Sebastiano fuori le mura,G7,,gio-English_table.csv,Unmatched Manual & Non-Q ID,San Sebastiano fuori le mura
Manual,Unmatched (Manual),,,"San Zaccaria, Venice",G171,,gio-English_table.csv,Unmatched Manual & Non-Q ID,"San Zaccaria, Venice"
Manual,Unmatched (Manual),,,Santa Maria sopra Minerva,G27,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Santa Maria sopra Minerva
Manual,Unmatched (Manual),,,Santi Quattro Coronati,G61,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Santi Quattro Coronati
Manual,Unmatched (Manual),,,Sapienza,G13,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Sapienza
Manual,Unmatched (Manual),,,Scala Regia,A454,,work-English_table.csv,Unmatched Manual & Non-Q ID,Scala Regia
Manual,Unmatched (Manual),,,Scenes from the Aeneid,A196,,work-English_table.csv,Unmatched Manual & Non-Q ID,Scenes from the Aeneid
Manual,Unmatched (Manual),,,Scenes from the Life of Scipio Africanus,A455,,work-English_table.csv,Unmatched Manual & Non-Q ID,Scenes from the Life of Scipio Africanus
Manual,Unmatched (Manual),,,Scenes of Christian Warfare,A456,,work-English_table.csv,Unmatched Manual & Non-Q ID,Scenes of Christian Warfare
Manual,Unmatched (Manual),,,Scenes of Venetian Noble Life,A457,,work-English_table.csv,Unmatched Manual & Non-Q ID,Scenes of Venetian Noble Life
Manual,Unmatched (Manual),,,School of Carlo Cignani,G77,,gio-English_table.csv,Unmatched Manual & Non-Q ID,School of Carlo Cignani
Manual,Unmatched (Manual),,,Sculptures for the Cathedral,A458,,work-English_table.csv,Unmatched Manual & Non-Q ID,Sculptures for the Cathedral
Manual,Unmatched (Manual),,,Sebastiano Molino,R184,,name-English_table.csv,Unmatched Manual & Non-Q ID,Sebastiano Molino
Manual,Unmatched (Manual),,,Self-Portrait as David,A197,,work-English_table.csv,Unmatched Manual & Non-Q ID,Self-Portrait as David
Manual,Unmatched (Manual),,,Seminario Patriarcale,G38,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Seminario Patriarcale
Manual,Unmatched (Manual),,,Serapis,A459,,work-English_table.csv,Unmatched Manual & Non-Q ID,Serapis
Manual,Unmatched (Manual),,,Series of Egyptian Figures,A460,,work-English_table.csv,Unmatched Manual & Non-Q ID,Series of Egyptian Figures
Manual,Unmatched (Manual),,,Series of Etruscan Phallic Symbols,A461,,work-English_table.csv,Unmatched Manual & Non-Q ID,Series of Etruscan Phallic Symbols
Manual,Unmatched (Manual),,,Service de Documentation Photographique des Musees Nationaux,G78,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Service de Documentation Photographique des Musees Nationaux
Manual,Unmatched (Manual),,,"Sezione Notarile, Venice",G21,,gio-English_table.csv,Unmatched Manual & Non-Q ID,"Sezione Notarile, Venice"
Manual,Unmatched (Manual),,,Sheila Rinehart,R185,,name-English_table.csv,Unmatched Manual & Non-Q ID,Sheila Rinehart
Manual,Unmatched (Manual),,,Silvia Meloni Trkulja,R186,,name-English_table.csv,Unmatched Manual & Non-Q ID,Silvia Meloni Trkulja
Manual,Unmatched (Manual),,,Silvio Ubaldi,R187,,name-English_table.csv,Unmatched Manual & Non-Q ID,Silvio Ubaldi
Manual,Unmatched (Manual),,,Society of Arcadia,G6,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Society of Arcadia
Manual,Unmatched (Manual),,,Socrates,A409,,work-English_table.csv,Unmatched Manual & Non-Q ID,Socrates
Manual,Unmatched (Manual),,,Solomon,A395,,work-English_table.csv,Unmatched Manual & Non-Q ID,Solomon
Manual,Unmatched (Manual),,,Solomon adoring the Idols,A198,,work-English_table.csv,Unmatched Manual & Non-Q ID,Solomon adoring the Idols
Manual,Unmatched (Manual),,,Solomon and Bathsheba,A199,,work-English_table.csv,Unmatched Manual & Non-Q ID,Solomon and Bathsheba
Manual,Unmatched (Manual),,,Sophia Dorothea,R188,,name-English_table.csv,Unmatched Manual & Non-Q ID,Sophia Dorothea
Manual,Unmatched (Manual),,,Sophronia and Olindo,A317,,work-English_table.csv,Unmatched Manual & Non-Q ID,Sophronia and Olindo
Manual,Unmatched (Manual),,,Soprintendenza alle Gallerie,G160,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Soprintendenza alle Gallerie
Manual,Unmatched (Manual),,,St Benedict,G106,,gio-English_table.csv,Unmatched Manual & Non-Q ID,St Benedict
Manual,Unmatched (Manual),,,St Francis in Assisi,G177,,gio-English_table.csv,Unmatched Manual & Non-Q ID,St Francis in Assisi
Manual,Unmatched (Manual),,,St Lawrence,G110,,gio-English_table.csv,Unmatched Manual & Non-Q ID,St Lawrence
Manual,Unmatched (Manual),,,St Stanislas Kostka,A354,,work-English_table.csv,Unmatched Manual & Non-Q ID,St Stanislas Kostka
Manual,Unmatched (Manual),,,St Stanislas Kostka on his deathbed,A200,,work-English_table.csv,Unmatched Manual & Non-Q ID,St Stanislas Kostka on his deathbed
Manual,Unmatched (Manual),,,St Teresa wounded by Christ,A201,,work-English_table.csv,Unmatched Manual & Non-Q ID,St Teresa wounded by Christ
Manual,Unmatched (Manual),,,St. Andrew's Temple Church,G104,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Saint Andrew's Temple Church
Manual,Unmatched (Manual),,,St. Dominic Church,G176,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Saint Dominic Church
Manual,Unmatched (Manual),,,St. Dominic instituting the Rosary,A202,,work-English_table.csv,Unmatched Manual & Non-Q ID,St. Dominic instituting the Rosary
Manual,Unmatched (Manual),,,St. Domitilla,A359,,work-English_table.csv,Unmatched Manual & Non-Q ID,St. Domitilla
Manual,Unmatched (Manual),,,St. Eustace hunting,A203,,work-English_table.csv,Unmatched Manual & Non-Q ID,St. Eustace hunting
Manual,Unmatched (Manual),,,St. Helen finding the True Cross,A400,,work-English_table.csv,Unmatched Manual & Non-Q ID,St. Helen finding the True Cross
Manual,Unmatched (Manual),,,St. John and St. Charles Borromeo,A204,,work-English_table.csv,Unmatched Manual & Non-Q ID,St. John and St. Charles Borromeo
Manual,Unmatched (Manual),,,St. John the Baptist,A361,,work-English_table.csv,Unmatched Manual & Non-Q ID,St. John the Baptist
Manual,Unmatched (Manual),,,St. Luigi Gonzaga,A205,,work-English_table.csv,Unmatched Manual & Non-Q ID,St. Luigi Gonzaga
Manual,Unmatched (Manual),,,St. Mark,A378,,work-English_table.csv,Unmatched Manual & Non-Q ID,St. Mark
Manual,Unmatched (Manual),,,St. Peter receiving the Keys,A357,,work-English_table.csv,Unmatched Manual & Non-Q ID,St. Peter receiving the Keys
Manual,Unmatched (Manual),,,St. Peter's Basilica,A462,,work-English_table.csv,Unmatched Manual & Non-Q ID,St. Peter's Basilica
Manual,Unmatched (Manual),,,St. Philip Neri and the Virgin,A335,,work-English_table.csv,Unmatched Manual & Non-Q ID,St. Philip Neri and the Virgin
Manual,Unmatched (Manual),,,St. Romualdo,A327,,work-English_table.csv,Unmatched Manual & Non-Q ID,St. Romualdo
Manual,Unmatched (Manual),,,St. William of Aquitaine,A316,,work-English_table.csv,Unmatched Manual & Non-Q ID,St. William of Aquitaine
Manual,Unmatched (Manual),,,St. William of Aquitaine,A367,,work-English_table.csv,Unmatched Manual & Non-Q ID,St. William of Aquitaine
Manual,Unmatched (Manual),,,St.Lawrenc,G107,,gio-English_table.csv,Unmatched Manual & Non-Q ID,SaintLawrenc
Manual,Unmatched (Manual),,,Stamperia Albrizziana,G47,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Stamperia Albrizziana
Manual,Unmatched (Manual),,,Standard Bearer,A206,,work-English_table.csv,Unmatched Manual & Non-Q ID,Standard Bearer
Manual,Unmatched (Manual),,,State Papers,G80,,gio-English_table.csv,Unmatched Manual & Non-Q ID,State Papers
Manual,Unmatched (Manual),,,State Squidition,G79,,gio-English_table.csv,Unmatched Manual & Non-Q ID,State Squidition
Manual,Unmatched (Manual),,,Statue of Antenor,A207,,work-English_table.csv,Unmatched Manual & Non-Q ID,Statue of Antenor
Manual,Unmatched (Manual),,,Statue of Field Marshal Schulenburg,A208,,work-English_table.csv,Unmatched Manual & Non-Q ID,Statue of Field Marshal Schulenburg
Manual,Unmatched (Manual),,,Statue of Field Marshal Schulenburg,A353,,work-English_table.csv,Unmatched Manual & Non-Q ID,Statue of Field Marshal Schulenburg
Manual,Unmatched (Manual),,,Statues for the Lateran Basilica,A463,,work-English_table.csv,Unmatched Manual & Non-Q ID,Statues for the Lateran Basilica
