Source_Side,Status,Index_Entry,CIDOC_Type,Manual_Name,Manual_QID,Match_Type,File_Code,Extraction_Reason
Manual,Unmatched (Manual),,,Giorgio Casini,R74,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Giovanni Antonio Armanni,R76,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Giovanni Battista Fontanella,R78,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Giovanni Vianello,R84,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Giovanni da Venezia,R80,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Girl at Her Toilet,A374,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Girl with a Basket of Chickens,A381,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Giuho Pisano,R86,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Giulio della Greca,R87,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Giuseppe Antonio Lotti,R88,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Giuseppe Fochessati,R89,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Giuseppe Lorenzo Moncallero,R90,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Giuseppe Nicoletti,R92,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Giuseppe Toninotto,R94,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Gloria Chiarini de Anna,R95,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Glorification of the Pisani family,A401,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Glory of Venice,A385,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,God creating the Angels and Parnassus with Apollo and the Muses,A410,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Godolphin,A435,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Gordon Albion,R96,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Gran Tempio Antico,A111,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Grand Prince Ferdinando of Tuscany,A112,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Guglielmo Bauer,R97,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Guidalocti Franchini,R98,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Gymnasium zum Grauen Kloster,A113,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Gymnasium zum Grauen Kloster,A306,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Gypsy Woman with Soldiers,A382,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Hebrew Women singing after crossing the Red Sea,A352,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Hermit,A411,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Heroes approaching the Temple of Immortality,A114,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Hilda Finberg,R99,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Historic e di Maniera Veneziana,A115,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Idyll,A366,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Il Frappatore,A346,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Illustrations for De Bello Belgico,A116,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Illustrations for De Bello Belgico,A307,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Illustrations for Latin Poems,A117,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Images of Palladian Architecture,A118,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Incisa Della Rocchetta,A120,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Innocenzo,R100,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Interior of S. Andrea al Quirinale,A121,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Interior of the Pantheon,A436,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Iris Appearing to Turnus,A437,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Jacob Ghibbesio,R101,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Jacob and the Angel,A122,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Jacob's Ladder,A123,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Jacopo Pedozzi,R102,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Jacques Duyvdant,R103,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Jael Hammering a nail into Sisera,A325,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Jan Niceo Eritreo,R106,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Jesuit Archives,G165,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Jesuit church,G99,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Jesus Church,G85,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Joachim von Derschau,R108,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Job and Wife and Isaac blessing Jacob,A124,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,John Bryan Shipley,R109,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,John Bryson,R110,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,John Edward Sweetman,R111,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Joint caricature of Simonelli and Mola,A355,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Joint caricature of Simonelli and Mola,A356,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Joseph Sold by his Brothers,A126,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Joseph Valfrey,R112,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Joseph and Potiphar's Wife,A125,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Judith with the Head of Holofernes,A340,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Judith with the head of Holofernes,A341,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,"Juno, Goddess of Air",A438,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Jupiter among the Corybantes,A323,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Jupiter giving Suck,A127,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Jupiter handed over by Cybele to the Corybantes to be Fed,A348,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Jupiter sending down his Thunder bolts on the Gods,A128,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Justice,A129,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Justice Embracing Peace,A414,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,King George I,A412,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,King Midas,A130,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,King Solomon Bathing,A131,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Kufürst Clemens August,A132,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Kunstsammlungen,G75,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,L'Inondazione del Tevere,A394,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,"La Beata Vergine in Egitto, e S. Giuseppe",A133,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,La Burla del Piovano Arlotto,A326,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,La Chiesa di Gesù Cristo vendicata ne' suoi contrasegni ne' suoi dogmi,A134,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,La Fiera dell' Impruneta,A322,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,La Galleria di Minervat VI,G168,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,La Notte,A135,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,La rissa all'Ambasciata di Spagna,A136,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Lamport Hall,R113,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Landscape with Man fleeing from Serpent,A137,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Landscape with Man killed by a Snake,A138,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Landscape with Rural Dance,A139,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Landscape with Woman washing her Feet,A140,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Landscape with figures and animals,A391,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Lazzaro Rivera,R114,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Le Artiche vanno per le vie nella citta di Venezia,A371,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Le Fabbriche e Vedute di Venetia,A392,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Leda,A141,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Leonardo Pasqueti,R115,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Leto turning the Shepherds into Frogs,A318,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Library of King's College,G153,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Life of Christ series,A142,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Lina Livan,R118,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Lita-Rose Betcherman,R119,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Lorenzo Rossi,R124,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Louis Bordet,R125,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Louis Demonts,R126,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Louis XIV,A143,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Luca Bartolotti,R127,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Luca Ombrosi,R128,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Lucchese community,G12,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Lucien Marcheix,R129,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Luigi Ferrari,R132,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Luigi Teodoli,R134,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,M. de Bordeaux,R107,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Madonna,A309,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Madonna and Child,A310,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Madonna of the Rosary with Saints Dominic and Catherine,A379,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Maecenas,A363,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Maestro Valerio Antonio Zarzabini,R135,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Main Dome Frescoes of the Church of the Gesù,A144,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Malborough Fine Art Ltd,G157,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Malcolm Campbell,R136,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Marcello Sacchetti,A370,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Marchese Girolamo Durazzo,R137,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Marchigian town,G65,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Marco Fantuzzi,R139,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Marco Foscarini's palace,G96,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Maresca di Serracapmula,R140,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Maria Caterina,R141,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Maria Elena Ghelli,R142,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Maria Pamfili,R144,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Mario D'Orsi,R145,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Marriage Allegory of the Rezzonico Family,A145,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Marshal Schulenburg,A362,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Martirii patiti da Santi Martiri per La confessione di Christo,A146,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,María Antonieta Gatas,R146,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Masanella,A147,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Massacre of the Innocents,A148,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Massacre of the Innocents,A304,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Matteo del Teglia,R147,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Mattia Rosichino,R148,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Max Steinbart,R149,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Maxwell White,R150,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Meeting of Esau and Jacob,A149,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Melle Calberg,R151,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Mercury,A373,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Mercury awaking Aeneas,A150,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Messrs T. and A. Constable Ltd.,G158,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Michael Conforti,R152,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Michele Lauretano,R153,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Mina Pajes Merriman,R154,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Minori Osservanti,G43,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Minori Osservanti,R155,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Mississippi Gallery,G16,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Mississippi River,G138,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Modello for fresco on vault of S. Ignazio,A151,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Modello for the Glory of S. Luigi Gonzaga,A390,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Mola painting the portrait of Pope Alexander VII,A152,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Monastery of Jeronymites,G100,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Montpellier Library,G11,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Monument to Doge Giovanni Pesaro in Church of the Frari,A334,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Monument to Pope Gregory XV,A377,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Monument to the 1st Duke of Marlborough,A439,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Morosini Palace,G56,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Mosaic from the Temple of Fortune at Praeneste,A153,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Moses strikin the Rock,A393,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Mostra dei Remondini,A154,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Mostra del Tiepolo,A155,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Mourners at Tomb of Francesco Algarotti in Pisa,A380,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Mucius Scaevola at the Altar,A399,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Murals at Windsor Castle,A156,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Murals for the Vienna Residence,A157,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Murder of Cain,A158,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Musei Civici Veneziani,G39,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Museo della Torre di San Marco,G57,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Musicians,A440,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Napoleonic government,G44,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Narcissus,A159,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Nativity,A160,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Naudaeana,G126,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Nella Stamperia Albrizziana,G89,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Neptune,A162,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Neptune Fountain,A441,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Neptune Paying Homage to Venice,A351,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Nero being shown the Corpse of Seneca,A163,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Newtonianismo cover illustration,A442,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Nymphenburg Gardens,G139,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Odomenigo Lelonotti da Fanano,R156,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Old Woman with Glasses,A406,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Old man with a Pipe and Tobacco Pouch,A164,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Oratorian Chiesa Nuova,G102,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Oriental Customs,A443,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Oriental heads,A369,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Origin of Coral,A165,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Original proposals for reclaiming Prà de?a Va?e,A166,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Ornella Osti,R158,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Osvaldo B?hm Photograph Collection: Art and Architecture of Venice,G162,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Ottavio Novaroli,R159,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,"Où sont des pasteurs, des bergères et des moutons",A167,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,P. Carlo de Co: ti Lodoli Veneziano forse il Socrate Architetto,A444,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Paintings for the Church in Salamanca,A445,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Palace at Valmontone,G53,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Palazzo Contarini del Bovolo,G34,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Palazzo Foscarini,G30,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Palazzo Loredan,G114,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Palazzo Taddeo,G132,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Pamfili Moncalto,R161,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Paola Berselli Ambri,R162,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Parish of San Marco,G46,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Parma gallery,G86,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Parnassus,A446,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Pastoral Landscape,A447,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Paul Heilbronner,R164,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Paul Varnish,R165,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Pendentive Dome Frescoes of the Church of the Gesù,A169,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Perseus and Andromeda,A170,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Philippe Zygodon,R169,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Picture Exhibition at Church of S. Rocco,A171,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Pierre Motteux and his Family,A376,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Pieta,G169,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Pietro Moschini,R173,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Pietro Zuccoli,R174,,name-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Pietà,A319,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Pilsen,G25,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Pinacoteca at Lucca,G92,,gio-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Pope Leo and Attila,A172,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,"Pope Pius V, Thomas Aquinas and Vincent Ferrer",A173,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Port,A174,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Portrait of Donna Olimpia,A396,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Portrait of Donna Olimpia Maidalchini,A175,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Portrait of Field Marshal Schulenburg,A403,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Portrait of John Law,A350,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Portrait of King John of Poland,A311,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Portrait of Madame Rosenberg,A176,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Portrait of Ottaviano Prati,A347,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Portrait of Pierre Motteux,A320,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Portrait of St. Francis Xavier,A448,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Portrait of Streit's Father,A177,,work-English_table.csv,Unmatched Manual & Non-Q ID
Manual,Unmatched (Manual),,,Portrait of Streit's Mother,A178,,work-English_table.csv,Unmatched Manual & Non-Q ID
