Source_Side,Status,Index_Entry,CIDOC_Type,Manual_Name,Manual_QID,Match_Type,File_Code,Extraction_Reason,Formal_Full_Name,Normalization_Category
Manual,Unmatched (Manual),,,Barberini library,G147,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Barberini library,Place
Manual,Unmatched (Manual),,,Basilica of Santa Cecilia in Bologna,G28,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Basilica of Santa Cecilia in Bologna,Place
Manual,Unmatched (Manual),,,Basilicas,G112,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Basilicas,Place
Manual,Unmatched (Manual),,,Batlisheba Bathing,A43,,work-English_table.csv,Unmatched Manual & Non-Q ID,Batlisheba Bathing,Work
Manual,Unmatched (Manual),,,Battaria di Cusina,A44,,work-English_table.csv,Unmatched Manual & Non-Q ID,Battaria di Cusina,Work
Manual,Unmatched (Manual),,,Battistela,G128,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Battistela,Place
Manual,Unmatched (Manual),,,Beatae Mariae Virginis Officium,A417,,work-English_table.csv,Unmatched Manual & Non-Q ID,Beatae Mariae Virginis Officium,Work
Manual,Unmatched (Manual),,,Beggar holding a Rosary,A45,,work-English_table.csv,Unmatched Manual & Non-Q ID,Beggar holding a Rosary,Work
Manual,Unmatched (Manual),,,Bell Towers for St. Peter's Basilica (demolished),A418,,work-English_table.csv,Unmatched Manual & Non-Q ID,Bell Towers for Saint Peter's Basilica (demolished),Work
Manual,Unmatched (Manual),,,Bensburg Castle,G15,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Bensburg Castle,Place
Manual,Unmatched (Manual),,,Bergamasque community,G68,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Bergamasque community,Place
Manual,Unmatched (Manual),,,Biblioceca Estense,G151,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Biblioceca Estense,Place
Manual,Unmatched (Manual),,,Biblioteca Correr,G1,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Biblioteca Correr,Place
Manual,Unmatched (Manual),,,Biblioteca Govemadva,G69,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Biblioteca Govemadva,Place
Manual,Unmatched (Manual),,,Bishop Harold von Hocheim being invested with the princedom by the Emperor in 1163,A46,,work-English_table.csv,Unmatched Manual & Non-Q ID,Harold von Hocheim being invested with the princedom by the Emperor in 1163,Person (Reclassified)
Manual,Unmatched (Manual),,,Boyle/Locke/Sydenham,A419,,work-English_table.csv,Unmatched Manual & Non-Q ID,Boyle/Locke/Sydenham,Work
Manual,Unmatched (Manual),,,Brutus killing Arruns,A47,,work-English_table.csv,Unmatched Manual & Non-Q ID,Brutus killing Arruns,Work
Manual,Unmatched (Manual),,,Bust of Democritus,A48,,work-English_table.csv,Unmatched Manual & Non-Q ID,Bust of Democritus,Work
Manual,Unmatched (Manual),,,Bust of Francis Bacon,A49,,work-English_table.csv,Unmatched Manual & Non-Q ID,Bust of Francis Bacon,Work
Manual,Unmatched (Manual),,,Bust of Paolo Renier,A50,,work-English_table.csv,Unmatched Manual & Non-Q ID,Bust of Paolo Renier,Work
Manual,Unmatched (Manual),,,Bust of Phocion,A420,,work-English_table.csv,Unmatched Manual & Non-Q ID,Bust of Phocion,Work
Manual,Unmatched (Manual),,,Ca' Foscari,G29,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Ca' Foscari,Place
Manual,Unmatched (Manual),,,Caesar and the Corsairs of Cilicia,A52,,work-English_table.csv,Unmatched Manual & Non-Q ID,Caesar and the Corsairs of Cilicia,Work
Manual,Unmatched (Manual),,,Caiano Ferdinand,R21,,name-English_table.csv,Unmatched Manual & Non-Q ID,Caiano Ferdinand,Person
Manual,Unmatched (Manual),,,Cain and Abel,A53,,work-English_table.csv,Unmatched Manual & Non-Q ID,Cain and Abel,Work
Manual,Unmatched (Manual),,,Calabrian national church,G9,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Calabrian national church,Place
Manual,Unmatched (Manual),,,Camillo Gavassetti,R22,,name-English_table.csv,Unmatched Manual & Non-Q ID,Camillo Gavassetti,Person
Manual,Unmatched (Manual),,,Campo di Rialto,G17,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Campo di Rialto,Place
Manual,Unmatched (Manual),,,Caprizi Copiosi di Figure,A421,,work-English_table.csv,Unmatched Manual & Non-Q ID,Caprizi Copiosi di Figure,Work
Manual,Unmatched (Manual),,,Capuchin church in Rome,G2,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Capuchin church in Rome,Place
Manual,Unmatched (Manual),,,Cardinal Francesco Barberini,A54,,work-English_table.csv,Unmatched Manual & Non-Q ID,Francesco Barberini,Person (Reclassified)
Manual,Unmatched (Manual),,,Cardinal Mazarin in His Gallery,A55,,work-English_table.csv,Unmatched Manual & Non-Q ID,Mazarin in His Gallery,Person (Reclassified)
Manual,Unmatched (Manual),,,Caricature of Cassiano dal Pozzo,A56,,work-English_table.csv,Unmatched Manual & Non-Q ID,Caricature of Cassiano dal Pozzo,Work
Manual,Unmatched (Manual),,,Carita Romana,A57,,work-English_table.csv,Unmatched Manual & Non-Q ID,Carita Romana,Work
Manual,Unmatched (Manual),,,Carità,G70,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Carità,Place
Manual,Unmatched (Manual),,,Carlo Baccinelli,R130,,name-English_table.csv,Unmatched Manual & Non-Q ID,Carlo Baccinelli,Person
Manual,Unmatched (Manual),,,Carlo Grimaldo,R24,,name-English_table.csv,Unmatched Manual & Non-Q ID,Carlo Grimaldo,Person
Manual,Unmatched (Manual),,,Carlo Quarismini,R25,,name-English_table.csv,Unmatched Manual & Non-Q ID,Carlo Quarismini,Person
Manual,Unmatched (Manual),,,Carmelitani Scalzi,R26,,name-English_table.csv,Unmatched Manual & Non-Q ID,Carmelitani Scalzi,Person
Manual,Unmatched (Manual),,,Carro Della Notte,A58,,work-English_table.csv,Unmatched Manual & Non-Q ID,Carro Della Notte,Work
Manual,Unmatched (Manual),,,Casa Soster,G23,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Casa Soster,Place
Manual,Unmatched (Manual),,,Castel Cogolo,G36,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Castel Cogolo,Place
Manual,Unmatched (Manual),,,Castel Gandolfo,A59,,work-English_table.csv,Unmatched Manual & Non-Q ID,Castel Gandolfo,Work
Manual,Unmatched (Manual),,,Castello Sfarzesco,G130,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Castello Sfarzesco,Place
Manual,Unmatched (Manual),,,Castle of Cogolo,A422,,work-English_table.csv,Unmatched Manual & Non-Q ID,Castle of Cogolo,Work
Manual,Unmatched (Manual),,,Cathedral of Rome,G108,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Cathedral of Rome,Place
Manual,Unmatched (Manual),,,Cattedrale Chiesa di Parenzo,G109,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Cattedrale Chiesa di Parenzo,Place
Manual,Unmatched (Manual),,,Cattedrale di Santa Maria Assunta,G3,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Cattedrale di Santa Maria Assunta,Place
Manual,Unmatched (Manual),,,Cavaliere dello speron d'oro,A60,,work-English_table.csv,Unmatched Manual & Non-Q ID,Dello speron d'oro,Person (Reclassified)
Manual,Unmatched (Manual),,,Ceiling Frescoes in Palazzo Altieri,A62,,work-English_table.csv,Unmatched Manual & Non-Q ID,Ceiling Frescoes in Palazzo Altieri,Work
Manual,Unmatched (Manual),,,Ceiling Frescoes in the Quirinal Palace Gallery,A63,,work-English_table.csv,Unmatched Manual & Non-Q ID,Ceiling Frescoes in the Quirinal Palace Gallery,Place (Reclassified)
Manual,Unmatched (Manual),,,Ceiling Paintings at Hampton Court,A424,,work-English_table.csv,Unmatched Manual & Non-Q ID,Ceiling Paintings at Hampton Court,Work
Manual,Unmatched (Manual),,,Ceiling fresco of the Augustinian Church,A61,,work-English_table.csv,Unmatched Manual & Non-Q ID,Ceiling fresco of the Augustinian Church,Work
Manual,Unmatched (Manual),,,Ceiling of Palazzo Doria-Pamphili,A423,,work-English_table.csv,Unmatched Manual & Non-Q ID,Ceiling of Palazzo Doria-Pamphili,Work
Manual,Unmatched (Manual),,,Ceremonies of the Grand Duke,A425,,work-English_table.csv,Unmatched Manual & Non-Q ID,Ceremonies of the Grand,Person (Reclassified)
Manual,Unmatched (Manual),,,Chapel of St. Lawrence,G59,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Chapel of Saint Lawrence,Place
Manual,Unmatched (Manual),,,Chapel of St. Stanislaus Kostka,G49,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Chapel of Saint Stanislaus Kostka,Place
Manual,Unmatched (Manual),,,Charity,A64,,work-English_table.csv,Unmatched Manual & Non-Q ID,Charity,Work
Manual,Unmatched (Manual),,,Charles Fox,A65,,work-English_table.csv,Unmatched Manual & Non-Q ID,Charles Fox,Work
Manual,Unmatched (Manual),,,Charles Fran ois de Saint Saulieu,R27,,name-English_table.csv,Unmatched Manual & Non-Q ID,Charles Fran ois de Saint Saulieu,Person
Manual,Unmatched (Manual),,,Charles I,A66,,work-English_table.csv,Unmatched Manual & Non-Q ID,Charles I,Work
Manual,Unmatched (Manual),,,Chiesa de' Servi,G4,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Chiesa de' Servi,Place
Manual,Unmatched (Manual),,,Children at Play,A67,,work-English_table.csv,Unmatched Manual & Non-Q ID,Children at Play,Work
Manual,Unmatched (Manual),,,Christ and St Veronica,A68,,work-English_table.csv,Unmatched Manual & Non-Q ID,Christ and St Veronica,Work
Manual,Unmatched (Manual),,,Christ driving the Jews from the Temple,A69,,work-English_table.csv,Unmatched Manual & Non-Q ID,Christ driving the Jews from the Temple,Work
Manual,Unmatched (Manual),,,Christ in the Boat calming His Disciples,A70,,work-English_table.csv,Unmatched Manual & Non-Q ID,Christ in the Boat calming His Disciples,Work
Manual,Unmatched (Manual),,,Church Great WitleyWatson,G136,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Church Great WitleyWatson,Place
Manual,Unmatched (Manual),,,Church of San Gaetano,G144,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Church of San Gaetano,Place
Manual,Unmatched (Manual),,,Church of Santa Cecilia,G63,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Church of Santa Cecilia,Place
Manual,Unmatched (Manual),,,Church of Santa Maria Rotonda,G10,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Church of Santa Maria Rotonda,Place
Manual,Unmatched (Manual),,,Church of Santa Marta,G18,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Church of Santa Marta,Place
Manual,Unmatched (Manual),,,Church of the Apostoli,G19,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Church of the Apostoli,Place
Manual,Unmatched (Manual),,,Cincinnatus summoned from the Plough,A71,,work-English_table.csv,Unmatched Manual & Non-Q ID,Cincinnatus summoned from the Plough,Work
Manual,Unmatched (Manual),,,Coggio Pittoni,R28,,name-English_table.csv,Unmatched Manual & Non-Q ID,Coggio Pittoni,Person
Manual,Unmatched (Manual),,,Coggioh Pittoni,R29,,name-English_table.csv,Unmatched Manual & Non-Q ID,Coggioh Pittoni,Person
Manual,Unmatched (Manual),,,Collegio di Siena,G50,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Collegio di Siena,Place
Manual,Unmatched (Manual),,,Colnaghi's,G163,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Colnaghi's,Place
Manual,Unmatched (Manual),,,Consiglio del Consorzio,G71,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Consiglio del Consorzio,Place
Manual,Unmatched (Manual),,,Conte Carpegna,R30,,name-English_table.csv,Unmatched Manual & Non-Q ID,Conte Carpegna,Person
Manual,Unmatched (Manual),,,Conte Tassis,R31,,name-English_table.csv,Unmatched Manual & Non-Q ID,Conte Tassis,Person
Manual,Unmatched (Manual),,,Copy of Annibale Carracci's Works,A426,,work-English_table.csv,Unmatched Manual & Non-Q ID,Copy of Annibale Carracci's Works,Work
Manual,Unmatched (Manual),,,Copy of Raphael's Loggias,A427,,work-English_table.csv,Unmatched Manual & Non-Q ID,Copy of Raphael's Loggias,Work
Manual,Unmatched (Manual),,,Correr Library,G42,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Correr Library,Place
Manual,Unmatched (Manual),,,Corti Guido,R32,,name-English_table.csv,Unmatched Manual & Non-Q ID,Corti Guido,Person
Manual,Unmatched (Manual),,,"Count of Bolagno, the Imperial ambassador",A72,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Imperial ambassador of Bolagno,Person (Reclassified)
Manual,Unmatched (Manual),,,Couvent des Augustins Déchaussés,G137,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Couvent des Augustins Déchaussés,Place
Manual,Unmatched (Manual),,,Cowper,A73,,work-English_table.csv,Unmatched Manual & Non-Q ID,Cowper,Work
Manual,Unmatched (Manual),,,Creusa imploring Aeneas to rescue his father Anchises from the fire of Troy,A74,,work-English_table.csv,Unmatched Manual & Non-Q ID,Creusa imploring Aeneas to rescue his father Anchises from the fire of Troy,Work
Manual,Unmatched (Manual),,,Crossing of the Red Sea,A75,,work-English_table.csv,Unmatched Manual & Non-Q ID,Crossing of the Red Sea,Work
Manual,Unmatched (Manual),,,Crucifixion,A76,,work-English_table.csv,Unmatched Manual & Non-Q ID,Crucifixion,Work
Manual,Unmatched (Manual),,,Crucifixion with the Madonna,A77,,work-English_table.csv,Unmatched Manual & Non-Q ID,Crucifixion with the Madonna,Work
Manual,Unmatched (Manual),,,Damaso,G52,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Damaso,Place
Manual,Unmatched (Manual),,,Danae,A78,,work-English_table.csv,Unmatched Manual & Non-Q ID,Danae,Work
Manual,Unmatched (Manual),,,Dance of Nymphs,A364,,work-English_table.csv,Unmatched Manual & Non-Q ID,Dance of Nymphs,Work
Manual,Unmatched (Manual),,,David with the head of Goliath,A79,,work-English_table.csv,Unmatched Manual & Non-Q ID,David with the head of Goliath,Work
Manual,Unmatched (Manual),,,Death,A80,,work-English_table.csv,Unmatched Manual & Non-Q ID,Death,Work
Manual,Unmatched (Manual),,,Death of Abel,A81,,work-English_table.csv,Unmatched Manual & Non-Q ID,Death of Abel,Work
Manual,Unmatched (Manual),,,Death of Cleopatra,A82,,work-English_table.csv,Unmatched Manual & Non-Q ID,Death of Cleopatra,Work
Manual,Unmatched (Manual),,,Death of St. Francis Xavier,A321,,work-English_table.csv,Unmatched Manual & Non-Q ID,Death of Saint Francis Xavier,Work
Manual,Unmatched (Manual),,,Death of Wallenstein,A83,,work-English_table.csv,Unmatched Manual & Non-Q ID,Death of Wallenstein,Work
Manual,Unmatched (Manual),,,Decorations for St. Augustine Church,A84,,work-English_table.csv,Unmatched Manual & Non-Q ID,Decorations for Saint Augustine Church,Work
Manual,Unmatched (Manual),,,Decorative Paintings for Pisa Residence,A85,,work-English_table.csv,Unmatched Manual & Non-Q ID,Decorative Paintings for Pisa Residence,Work
Manual,Unmatched (Manual),,,Dedicatory Frontispiece to Etchings,A86,,work-English_table.csv,Unmatched Manual & Non-Q ID,Dedicatory Frontispiece to Etchings,Work
Manual,Unmatched (Manual),,,Deianira and Nessus,A383,,work-English_table.csv,Unmatched Manual & Non-Q ID,Deianira and Nessus,Work
Manual,Unmatched (Manual),,,Della Lena,R33,,name-English_table.csv,Unmatched Manual & Non-Q ID,Della Lena,Person
Manual,Unmatched (Manual),,,Design for Sant'Andrea al Quirinale,A87,,work-English_table.csv,Unmatched Manual & Non-Q ID,Design for Sant'Andrea al Quirinale,Work
Manual,Unmatched (Manual),,,Design for St. Peter's Square,A88,,work-English_table.csv,Unmatched Manual & Non-Q ID,Design for Saint Peter's Square,Work
Manual,Unmatched (Manual),,,Diana and Actaeon,A368,,work-English_table.csv,Unmatched Manual & Non-Q ID,Diana and Actaeon,Work
Manual,Unmatched (Manual),,,Diana and Callisto,A89,,work-English_table.csv,Unmatched Manual & Non-Q ID,Diana and Callisto,Work
Manual,Unmatched (Manual),,,Diana and Endymion,A332,,work-English_table.csv,Unmatched Manual & Non-Q ID,Diana and Endymion,Work
Manual,Unmatched (Manual),,,Didwich,G124,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Didwich,Place
Manual,Unmatched (Manual),,,Directors of Chatto & Windus,G150,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Directors of Chatto & Windus,Place
Manual,Unmatched (Manual),,,Divine Right of Kings,A90,,work-English_table.csv,Unmatched Manual & Non-Q ID,Divine Right of Kings,Work
Manual,Unmatched (Manual),,,"Divine Virtues, Faith, Hope, Charity and Wisdom",A429,,work-English_table.csv,Unmatched Manual & Non-Q ID,"Divine Virtues, Faith, Hope, Charity and Wisdom",Work
Manual,Unmatched (Manual),,,Dome Frescoes of Sant'Agnese in Agone,A91,,work-English_table.csv,Unmatched Manual & Non-Q ID,Dome Frescoes of Sant'Agnese in Agone,Work
Manual,Unmatched (Manual),,,Domenico Darmanno,R35,,name-English_table.csv,Unmatched Manual & Non-Q ID,Domenico Darmanno,Person
Manual,Unmatched (Manual),,,Domenico da Isnello,R34,,name-English_table.csv,Unmatched Manual & Non-Q ID,Domenico da Isnello,Person
Manual,Unmatched (Manual),,,Don Cesare Leopardi d`Osimo,R36,,name-English_table.csv,Unmatched Manual & Non-Q ID,Cesare Leopardi d`Osimo,Person
Manual,Unmatched (Manual),,,Don Giovanni Domenico Brustoloni,R38,,name-English_table.csv,Unmatched Manual & Non-Q ID,Giovanni Domenico Brustoloni,Person
Manual,Unmatched (Manual),,,Drawings of Sagredo Family Members,A430,,work-English_table.csv,Unmatched Manual & Non-Q ID,Drawings of Sagredo Family Members,Work
Manual,Unmatched (Manual),,,Dream of St Joseph,A92,,work-English_table.csv,Unmatched Manual & Non-Q ID,Dream of St Joseph,Work
Manual,Unmatched (Manual),,,Duplex Intercessio,A93,,work-English_table.csv,Unmatched Manual & Non-Q ID,Duplex Intercessio,Work
Manual,Unmatched (Manual),,,Edgar de Vaes,R39,,name-English_table.csv,Unmatched Manual & Non-Q ID,Edgar de Vaes,Person
Manual,Unmatched (Manual),,,Edgwareand,G113,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Edgwareand,Place
Manual,Unmatched (Manual),,,Edoardo Lombardo,R40,,name-English_table.csv,Unmatched Manual & Non-Q ID,Edoardo Lombardo,Person
Manual,Unmatched (Manual),,,Education of the Virgin,A333,,work-English_table.csv,Unmatched Manual & Non-Q ID,Education of the Virgin,Work
Manual,Unmatched (Manual),,,El Escorial,G37,,gio-English_table.csv,Unmatched Manual & Non-Q ID,El Escorial,Place
Manual,Unmatched (Manual),,,Elena Crinò,R41,,name-English_table.csv,Unmatched Manual & Non-Q ID,Elena Crinò,Person
Manual,Unmatched (Manual),,,Eleonora Zambeccari,R42,,name-English_table.csv,Unmatched Manual & Non-Q ID,Eleonora Zambeccari,Person
Manual,Unmatched (Manual),,,Elijah carried to Heaven in a Chariot of Fire,A415,,work-English_table.csv,Unmatched Manual & Non-Q ID,Elijah carried to Heaven in a Chariot of Fire,Work
Manual,Unmatched (Manual),,,Elizabeth Felton,R43,,name-English_table.csv,Unmatched Manual & Non-Q ID,Elizabeth Felton,Person
Manual,Unmatched (Manual),,,Elizabetta Antoniazzi Rossi,R44,,name-English_table.csv,Unmatched Manual & Non-Q ID,Elizabetta Antoniazzi Rossi,Person
Manual,Unmatched (Manual),,,Emile Baudson,R45,,name-English_table.csv,Unmatched Manual & Non-Q ID,Emile Baudson,Person
Manual,Unmatched (Manual),,,Enrico Brol,R46,,name-English_table.csv,Unmatched Manual & Non-Q ID,Enrico Brol,Person
Manual,Unmatched (Manual),,,"Entry of the Count of Colloredo, the Imperial ambassador",A387,,work-English_table.csv,Unmatched Manual & Non-Q ID,The Imperial ambassador Entry of the of Colloredo,Person (Reclassified)
Manual,Unmatched (Manual),,,Enzo Crea,R47,,name-English_table.csv,Unmatched Manual & Non-Q ID,Enzo Crea,Person
Manual,Unmatched (Manual),,,Equestrian Statue of Henry IV,A339,,work-English_table.csv,Unmatched Manual & Non-Q ID,Equestrian Statue of Henry IV,Work
Manual,Unmatched (Manual),,,Escape from Egypt,A481,,work-English_table.csv,Unmatched Manual & Non-Q ID,Escape from Egypt,Work
Manual,Unmatched (Manual),,,Este,G125,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Este,Place
Manual,Unmatched (Manual),,,Estella Brunetti,R48,,name-English_table.csv,Unmatched Manual & Non-Q ID,Estella Brunetti,Person
Manual,Unmatched (Manual),,,Esther,A336,,work-English_table.csv,Unmatched Manual & Non-Q ID,Esther,Work
Manual,Unmatched (Manual),,,Etchings of Oriental-style Heads,A431,,work-English_table.csv,Unmatched Manual & Non-Q ID,Etchings of Oriental-style Heads,Work
Manual,Unmatched (Manual),,,Eteocles and Polynices,A432,,work-English_table.csv,Unmatched Manual & Non-Q ID,Eteocles and Polynices,Work
Manual,Unmatched (Manual),,,Europa,A388,,work-English_table.csv,Unmatched Manual & Non-Q ID,Europa,Work
Manual,Unmatched (Manual),,,European scientific societies,G72,,gio-English_table.csv,Unmatched Manual & Non-Q ID,European scientific societies,Place
Manual,Unmatched (Manual),,,Fabio de Fabiis,R49,,name-English_table.csv,Unmatched Manual & Non-Q ID,Fabio de Fabiis,Person
Manual,Unmatched (Manual),,,Fabrizio Tarso,R50,,name-English_table.csv,Unmatched Manual & Non-Q ID,Fabrizio Tarso,Person
Manual,Unmatched (Manual),,,Facade of S. Maria del Giglio,A94,,work-English_table.csv,Unmatched Manual & Non-Q ID,Facade of San Maria del Giglio,Work
Manual,Unmatched (Manual),,,Faith crushing Idolatry,A433,,work-English_table.csv,Unmatched Manual & Non-Q ID,Faith crushing Idolatry,Work
Manual,Unmatched (Manual),,,Fame Carrying the Name of Louis XIV to the Temple of Immortality,A375,,work-English_table.csv,Unmatched Manual & Non-Q ID,Fame Carrying the Name of Louis XIV to the Temple of Immortality,Work
Manual,Unmatched (Manual),,,Fame inscribing the glories of Louis XIV on the shoulders of Time,A397,,work-English_table.csv,Unmatched Manual & Non-Q ID,Fame inscribing the glories of Louis XIV on the shoulders of Time,Work
Manual,Unmatched (Manual),,,Family Chapels in Santa Maria Maggiore,G60,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Family Chapels in Santa Maria Maggiore,Place
Manual,Unmatched (Manual),,,Family of Darius before Alexander the Great,A349,,work-English_table.csv,Unmatched Manual & Non-Q ID,Family of Darius before Alexander the Great,Work
Manual,Unmatched (Manual),,,Fantastical Heads in the Manner of Giorgione,A95,,work-English_table.csv,Unmatched Manual & Non-Q ID,Fantastical Heads in the Manner of Giorgione,Work
Manual,Unmatched (Manual),,,Fates,A96,,work-English_table.csv,Unmatched Manual & Non-Q ID,Fates,Work
Manual,Unmatched (Manual),,,Federico Correr Lorenzetti,R52,,name-English_table.csv,Unmatched Manual & Non-Q ID,Federico Correr Lorenzetti,Person
Manual,Unmatched (Manual),,,Ferney,G24,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Ferney,Place
Manual,Unmatched (Manual),,,Finding of Romulus and Remus,A337,,work-English_table.csv,Unmatched Manual & Non-Q ID,Finding of Romulus and Remus,Work
Manual,Unmatched (Manual),,,Flaminio Corner,A97,,work-English_table.csv,Unmatched Manual & Non-Q ID,Flaminio Corner,Work
Manual,Unmatched (Manual),,,Flight into Egypt,A384,,work-English_table.csv,Unmatched Manual & Non-Q ID,Flight into Egypt,Work
Manual,Unmatched (Manual),,,Flight into Egypt,A98,,work-English_table.csv,Unmatched Manual & Non-Q ID,Flight into Egypt,Work
Manual,Unmatched (Manual),,,Flight into Egypt,A99,,work-English_table.csv,Unmatched Manual & Non-Q ID,Flight into Egypt,Work
Manual,Unmatched (Manual),,,Flight of Aeneas from Troy,A100,,work-English_table.csv,Unmatched Manual & Non-Q ID,Flight of Aeneas from Troy,Work
Manual,Unmatched (Manual),,,Flora,A101,,work-English_table.csv,Unmatched Manual & Non-Q ID,Flora,Work
Manual,Unmatched (Manual),,,Fondamenta Foscarini,G149,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Fondamenta Foscarini,Place
Manual,Unmatched (Manual),,,Fondo di Gesù,G90,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Fondo di Gesù,Place
Manual,Unmatched (Manual),,,Foresteria,A434,,work-English_table.csv,Unmatched Manual & Non-Q ID,Foresteria,Work
Manual,Unmatched (Manual),,,Forlì Cathedral,G64,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Forlì Cathedral,Place
Manual,Unmatched (Manual),,,Fortitude,A413,,work-English_table.csv,Unmatched Manual & Non-Q ID,Fortitude,Work
Manual,Unmatched (Manual),,,Fortune under the control of Virtue,A398,,work-English_table.csv,Unmatched Manual & Non-Q ID,Fortune under the control of Virtue,Work
Manual,Unmatched (Manual),,,"Fortune under the control of Virtue, Justice and Peace",A102,,work-English_table.csv,Unmatched Manual & Non-Q ID,"Fortune under the control of Virtue, Justice and Peace",Work
Manual,Unmatched (Manual),,,Four Evangelists,A103,,work-English_table.csv,Unmatched Manual & Non-Q ID,Four Evangelists,Work
Manual,Unmatched (Manual),,,Francesco Algarotti,A104,,work-English_table.csv,Unmatched Manual & Non-Q ID,Francesco Algarotti,Work
Manual,Unmatched (Manual),,,Francesco Drach,R56,,name-English_table.csv,Unmatched Manual & Non-Q ID,Francesco Drach,Person
Manual,Unmatched (Manual),,,Francesco Griseri,R58,,name-English_table.csv,Unmatched Manual & Non-Q ID,Francesco Griseri,Person
Manual,Unmatched (Manual),,,Francesco Panciatichi,R60,,name-English_table.csv,Unmatched Manual & Non-Q ID,Francesco Panciatichi,Person
Manual,Unmatched (Manual),,,Francesco Pio di Savoia,R72,,name-English_table.csv,Unmatched Manual & Non-Q ID,Francesco Pio di Savoia,Person
Manual,Unmatched (Manual),,,Francesco Scaramuccia,R62,,name-English_table.csv,Unmatched Manual & Non-Q ID,Francesco Scaramuccia,Person
Manual,Unmatched (Manual),,,Fresco on staircase of Hampton Court Palace,A358,,work-English_table.csv,Unmatched Manual & Non-Q ID,Palazzo Fresco on staircase of Hampton Court,Place (Reclassified)
Manual,Unmatched (Manual),,,Frescoes in Lanfranco Cathedral,A105,,work-English_table.csv,Unmatched Manual & Non-Q ID,Frescoes in Lanfranco Cathedral,Work
Manual,Unmatched (Manual),,,Frescoes in Palazzo Barberini Salone,A106,,work-English_table.csv,Unmatched Manual & Non-Q ID,Frescoes in Palazzo Barberini Salone,Work
Manual,Unmatched (Manual),,,Frescoes in Sant'Andrea della Valle,A107,,work-English_table.csv,Unmatched Manual & Non-Q ID,Frescoes in Sant'Andrea della Valle,Work
Manual,Unmatched (Manual),,,Frescoes in the Corsini Chapel,A108,,work-English_table.csv,Unmatched Manual & Non-Q ID,Frescoes in the Corsini Chapel,Work
Manual,Unmatched (Manual),,,Frescoes in the Palace at Valmontone,A109,,work-English_table.csv,Unmatched Manual & Non-Q ID,Frescoes in the Palace at Valmontone,Place (Reclassified)
Manual,Unmatched (Manual),,,Fulvio Miari,R63,,name-English_table.csv,Unmatched Manual & Non-Q ID,Fulvio Miari,Person
Manual,Unmatched (Manual),,,G.M. Sasso,A110,,work-English_table.csv,Unmatched Manual & Non-Q ID,G.M. Sasso,Work
Manual,Unmatched (Manual),,,Galleria Giustiniani,G152,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Galleria Giustiniani,Place
Manual,Unmatched (Manual),,,Galleria L'Antonina,G155,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Galleria L'Antonina,Place
Manual,Unmatched (Manual),,,Galleria Nazionale,G73,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Galleria Nazionale,Place
