Source_Side,Status,Index_Entry,CIDOC_Type,Manual_Name,Manual_QID,Match_Type,File_Code,Extraction_Reason,Formal_Full_Name,Normalization_Category
Manual,Unmatched (Manual),,,Gallerie di Firenze,G156,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Gallerie di Firenze,Place
Manual,Unmatched (Manual),,,Gallery of the Aeneid,G74,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Gallery of the Aeneid,Place
Manual,Unmatched (Manual),,,Gaspare Partridge,R65,,name-English_table.csv,Unmatched Manual & Non-Q ID,Gaspare Partridge,Person
Manual,Unmatched (Manual),,,George Knox,R66,,name-English_table.csv,Unmatched Manual & Non-Q ID,George Knox,Person
Manual,Unmatched (Manual),,,Gerald Burden,R67,,name-English_table.csv,Unmatched Manual & Non-Q ID,Gerald Burden,Person
Manual,Unmatched (Manual),,,Gerolamo Nappi,R69,,name-English_table.csv,Unmatched Manual & Non-Q ID,Gerolamo Nappi,Person
Manual,Unmatched (Manual),,,Giacomo Storti,R71,,name-English_table.csv,Unmatched Manual & Non-Q ID,Giacomo Storti,Person
Manual,Unmatched (Manual),,,Gio. Gasparo Baldoini,R73,,name-English_table.csv,Unmatched Manual & Non-Q ID,Gio. Gasparo Baldoini,Person
Manual,Unmatched (Manual),,,Giorgio Casini,R74,,name-English_table.csv,Unmatched Manual & Non-Q ID,Giorgio Casini,Person
Manual,Unmatched (Manual),,,Giovanni Antonio Armanni,R76,,name-English_table.csv,Unmatched Manual & Non-Q ID,Giovanni Antonio Armanni,Person
Manual,Unmatched (Manual),,,Giovanni Battista Fontanella,R78,,name-English_table.csv,Unmatched Manual & Non-Q ID,Giovanni Battista Fontanella,Person
Manual,Unmatched (Manual),,,Giovanni Vianello,R84,,name-English_table.csv,Unmatched Manual & Non-Q ID,Giovanni Vianello,Person
Manual,Unmatched (Manual),,,Giovanni da Venezia,R80,,name-English_table.csv,Unmatched Manual & Non-Q ID,Giovanni da Venezia,Person
Manual,Unmatched (Manual),,,Girl at Her Toilet,A374,,work-English_table.csv,Unmatched Manual & Non-Q ID,Girl at Her Toilet,Work
Manual,Unmatched (Manual),,,Girl with a Basket of Chickens,A381,,work-English_table.csv,Unmatched Manual & Non-Q ID,Girl with a Basket of Chickens,Work
Manual,Unmatched (Manual),,,Giuho Pisano,R86,,name-English_table.csv,Unmatched Manual & Non-Q ID,Giuho Pisano,Person
Manual,Unmatched (Manual),,,Giulio della Greca,R87,,name-English_table.csv,Unmatched Manual & Non-Q ID,Giulio della Greca,Person
Manual,Unmatched (Manual),,,Giuseppe Antonio Lotti,R88,,name-English_table.csv,Unmatched Manual & Non-Q ID,Giuseppe Antonio Lotti,Person
Manual,Unmatched (Manual),,,Giuseppe Fochessati,R89,,name-English_table.csv,Unmatched Manual & Non-Q ID,Giuseppe Fochessati,Person
Manual,Unmatched (Manual),,,Giuseppe Lorenzo Moncallero,R90,,name-English_table.csv,Unmatched Manual & Non-Q ID,Giuseppe Lorenzo Moncallero,Person
Manual,Unmatched (Manual),,,Giuseppe Nicoletti,R92,,name-English_table.csv,Unmatched Manual & Non-Q ID,Giuseppe Nicoletti,Person
Manual,Unmatched (Manual),,,Giuseppe Toninotto,R94,,name-English_table.csv,Unmatched Manual & Non-Q ID,Giuseppe Toninotto,Person
Manual,Unmatched (Manual),,,Gloria Chiarini de Anna,R95,,name-English_table.csv,Unmatched Manual & Non-Q ID,Gloria Chiarini de Anna,Person
Manual,Unmatched (Manual),,,Glorification of the Pisani family,A401,,work-English_table.csv,Unmatched Manual & Non-Q ID,Glorification of the Pisani family,Work
Manual,Unmatched (Manual),,,Glory of Venice,A385,,work-English_table.csv,Unmatched Manual & Non-Q ID,Glory of Venice,Work
Manual,Unmatched (Manual),,,God creating the Angels and Parnassus with Apollo and the Muses,A410,,work-English_table.csv,Unmatched Manual & Non-Q ID,God creating the Angels and Parnassus with Apollo and the Muses,Work
Manual,Unmatched (Manual),,,Godolphin,A435,,work-English_table.csv,Unmatched Manual & Non-Q ID,Godolphin,Work
Manual,Unmatched (Manual),,,Gordon Albion,R96,,name-English_table.csv,Unmatched Manual & Non-Q ID,Gordon Albion,Person
Manual,Unmatched (Manual),,,Gran Tempio Antico,A111,,work-English_table.csv,Unmatched Manual & Non-Q ID,Gran Tempio Antico,Work
Manual,Unmatched (Manual),,,Grand Prince Ferdinando of Tuscany,A112,,work-English_table.csv,Unmatched Manual & Non-Q ID,Grand Ferdinando of Tuscany,Person (Reclassified)
Manual,Unmatched (Manual),,,Guglielmo Bauer,R97,,name-English_table.csv,Unmatched Manual & Non-Q ID,Guglielmo Bauer,Person
Manual,Unmatched (Manual),,,Guidalocti Franchini,R98,,name-English_table.csv,Unmatched Manual & Non-Q ID,Guidalocti Franchini,Person
Manual,Unmatched (Manual),,,Gymnasium zum Grauen Kloster,A113,,work-English_table.csv,Unmatched Manual & Non-Q ID,Gymnasium zum Grauen Kloster,Work
Manual,Unmatched (Manual),,,Gymnasium zum Grauen Kloster,A306,,work-English_table.csv,Unmatched Manual & Non-Q ID,Gymnasium zum Grauen Kloster,Work
Manual,Unmatched (Manual),,,Gypsy Woman with Soldiers,A382,,work-English_table.csv,Unmatched Manual & Non-Q ID,Gypsy Woman with Soldiers,Work
Manual,Unmatched (Manual),,,Hebrew Women singing after crossing the Red Sea,A352,,work-English_table.csv,Unmatched Manual & Non-Q ID,Hebrew Women singing after crossing the Red Sea,Work
Manual,Unmatched (Manual),,,Hermit,A411,,work-English_table.csv,Unmatched Manual & Non-Q ID,Hermit,Work
Manual,Unmatched (Manual),,,Heroes approaching the Temple of Immortality,A114,,work-English_table.csv,Unmatched Manual & Non-Q ID,Heroes approaching the Temple of Immortality,Work
Manual,Unmatched (Manual),,,Hilda Finberg,R99,,name-English_table.csv,Unmatched Manual & Non-Q ID,Hilda Finberg,Person
Manual,Unmatched (Manual),,,Historic e di Maniera Veneziana,A115,,work-English_table.csv,Unmatched Manual & Non-Q ID,Historic e di Maniera Veneziana,Work
Manual,Unmatched (Manual),,,Idyll,A366,,work-English_table.csv,Unmatched Manual & Non-Q ID,Idyll,Work
Manual,Unmatched (Manual),,,Il Frappatore,A346,,work-English_table.csv,Unmatched Manual & Non-Q ID,Il Frappatore,Work
Manual,Unmatched (Manual),,,Illustrations for De Bello Belgico,A116,,work-English_table.csv,Unmatched Manual & Non-Q ID,Illustrations for De Bello Belgico,Work
Manual,Unmatched (Manual),,,Illustrations for De Bello Belgico,A307,,work-English_table.csv,Unmatched Manual & Non-Q ID,Illustrations for De Bello Belgico,Work
Manual,Unmatched (Manual),,,Illustrations for Latin Poems,A117,,work-English_table.csv,Unmatched Manual & Non-Q ID,Illustrations for Latin Poems,Work
Manual,Unmatched (Manual),,,Images of Palladian Architecture,A118,,work-English_table.csv,Unmatched Manual & Non-Q ID,Images of Palladian Architecture,Work
Manual,Unmatched (Manual),,,Incisa Della Rocchetta,A120,,work-English_table.csv,Unmatched Manual & Non-Q ID,Incisa Della Rocchetta,Work
Manual,Unmatched (Manual),,,Innocenzo,R100,,name-English_table.csv,Unmatched Manual & Non-Q ID,Innocenzo,Person
Manual,Unmatched (Manual),,,Interior of S. Andrea al Quirinale,A121,,work-English_table.csv,Unmatched Manual & Non-Q ID,Interior of San Andrea al Quirinale,Work
Manual,Unmatched (Manual),,,Interior of the Pantheon,A436,,work-English_table.csv,Unmatched Manual & Non-Q ID,Interior of the Pantheon,Work
Manual,Unmatched (Manual),,,Iris Appearing to Turnus,A437,,work-English_table.csv,Unmatched Manual & Non-Q ID,Iris Appearing to Turnus,Work
Manual,Unmatched (Manual),,,Jacob Ghibbesio,R101,,name-English_table.csv,Unmatched Manual & Non-Q ID,Jacob Ghibbesio,Person
Manual,Unmatched (Manual),,,Jacob and the Angel,A122,,work-English_table.csv,Unmatched Manual & Non-Q ID,Jacob and the Angel,Work
Manual,Unmatched (Manual),,,Jacob's Ladder,A123,,work-English_table.csv,Unmatched Manual & Non-Q ID,Jacob's Ladder,Work
Manual,Unmatched (Manual),,,Jacopo Pedozzi,R102,,name-English_table.csv,Unmatched Manual & Non-Q ID,Jacopo Pedozzi,Person
Manual,Unmatched (Manual),,,Jacques Duyvdant,R103,,name-English_table.csv,Unmatched Manual & Non-Q ID,Jacques Duyvdant,Person
Manual,Unmatched (Manual),,,Jael Hammering a nail into Sisera,A325,,work-English_table.csv,Unmatched Manual & Non-Q ID,Jael Hammering a nail into Sisera,Work
Manual,Unmatched (Manual),,,Jan Niceo Eritreo,R106,,name-English_table.csv,Unmatched Manual & Non-Q ID,Jan Niceo Eritreo,Person
Manual,Unmatched (Manual),,,Jesuit Archives,G165,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Jesuit Archives,Place
Manual,Unmatched (Manual),,,Jesuit church,G99,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Jesuit church,Place
Manual,Unmatched (Manual),,,Jesus Church,G85,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Jesus Church,Place
Manual,Unmatched (Manual),,,Joachim von Derschau,R108,,name-English_table.csv,Unmatched Manual & Non-Q ID,Joachim von Derschau,Person
Manual,Unmatched (Manual),,,Job and Wife and Isaac blessing Jacob,A124,,work-English_table.csv,Unmatched Manual & Non-Q ID,Job and Wife and Isaac blessing Jacob,Work
Manual,Unmatched (Manual),,,John Bryan Shipley,R109,,name-English_table.csv,Unmatched Manual & Non-Q ID,John Bryan Shipley,Person
Manual,Unmatched (Manual),,,John Bryson,R110,,name-English_table.csv,Unmatched Manual & Non-Q ID,John Bryson,Person
Manual,Unmatched (Manual),,,John Edward Sweetman,R111,,name-English_table.csv,Unmatched Manual & Non-Q ID,John Edward Sweetman,Person
Manual,Unmatched (Manual),,,Joint caricature of Simonelli and Mola,A355,,work-English_table.csv,Unmatched Manual & Non-Q ID,Joint caricature of Simonelli and Mola,Work
Manual,Unmatched (Manual),,,Joint caricature of Simonelli and Mola,A356,,work-English_table.csv,Unmatched Manual & Non-Q ID,Joint caricature of Simonelli and Mola,Work
Manual,Unmatched (Manual),,,Joseph Sold by his Brothers,A126,,work-English_table.csv,Unmatched Manual & Non-Q ID,Joseph Sold by his Brothers,Work
Manual,Unmatched (Manual),,,Joseph Valfrey,R112,,name-English_table.csv,Unmatched Manual & Non-Q ID,Joseph Valfrey,Person
Manual,Unmatched (Manual),,,Joseph and Potiphar's Wife,A125,,work-English_table.csv,Unmatched Manual & Non-Q ID,Joseph and Potiphar's Wife,Work
Manual,Unmatched (Manual),,,Judith with the Head of Holofernes,A340,,work-English_table.csv,Unmatched Manual & Non-Q ID,Judith with the Head of Holofernes,Work
Manual,Unmatched (Manual),,,Judith with the head of Holofernes,A341,,work-English_table.csv,Unmatched Manual & Non-Q ID,Judith with the head of Holofernes,Work
Manual,Unmatched (Manual),,,"Juno, Goddess of Air",A438,,work-English_table.csv,Unmatched Manual & Non-Q ID,"Juno, Goddess of Air",Work
Manual,Unmatched (Manual),,,Jupiter among the Corybantes,A323,,work-English_table.csv,Unmatched Manual & Non-Q ID,Jupiter among the Corybantes,Work
Manual,Unmatched (Manual),,,Jupiter giving Suck,A127,,work-English_table.csv,Unmatched Manual & Non-Q ID,Jupiter giving Suck,Work
Manual,Unmatched (Manual),,,Jupiter handed over by Cybele to the Corybantes to be Fed,A348,,work-English_table.csv,Unmatched Manual & Non-Q ID,Jupiter handed over by Cybele to the Corybantes to be Fed,Work
Manual,Unmatched (Manual),,,Jupiter sending down his Thunder bolts on the Gods,A128,,work-English_table.csv,Unmatched Manual & Non-Q ID,Jupiter sending down his Thunder bolts on the Gods,Work
Manual,Unmatched (Manual),,,Justice,A129,,work-English_table.csv,Unmatched Manual & Non-Q ID,Justice,Work
Manual,Unmatched (Manual),,,Justice Embracing Peace,A414,,work-English_table.csv,Unmatched Manual & Non-Q ID,Justice Embracing Peace,Work
Manual,Unmatched (Manual),,,King George I,A412,,work-English_table.csv,Unmatched Manual & Non-Q ID,George I,Person (Reclassified)
Manual,Unmatched (Manual),,,King Midas,A130,,work-English_table.csv,Unmatched Manual & Non-Q ID,Midas,Person (Reclassified)
Manual,Unmatched (Manual),,,King Solomon Bathing,A131,,work-English_table.csv,Unmatched Manual & Non-Q ID,Solomon Bathing,Person (Reclassified)
Manual,Unmatched (Manual),,,Kufürst Clemens August,A132,,work-English_table.csv,Unmatched Manual & Non-Q ID,Kufürst Clemens August,Work
Manual,Unmatched (Manual),,,Kunstsammlungen,G75,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Kunstsammlungen,Place
Manual,Unmatched (Manual),,,L'Inondazione del Tevere,A394,,work-English_table.csv,Unmatched Manual & Non-Q ID,L'Inondazione del Tevere,Work
Manual,Unmatched (Manual),,,"La Beata Vergine in Egitto, e S. Giuseppe",A133,,work-English_table.csv,Unmatched Manual & Non-Q ID,"La Beata Vergine in Egitto, e San Giuseppe",Work
Manual,Unmatched (Manual),,,La Burla del Piovano Arlotto,A326,,work-English_table.csv,Unmatched Manual & Non-Q ID,La Burla del Piovano Arlotto,Work
Manual,Unmatched (Manual),,,La Chiesa di Gesù Cristo vendicata ne' suoi contrasegni ne' suoi dogmi,A134,,work-English_table.csv,Unmatched Manual & Non-Q ID,La Chiesa di Gesù Cristo vendicata ne' suoi contrasegni ne' suoi dogmi,Work
Manual,Unmatched (Manual),,,La Fiera dell' Impruneta,A322,,work-English_table.csv,Unmatched Manual & Non-Q ID,La Fiera dell' Impruneta,Work
Manual,Unmatched (Manual),,,La Galleria di Minervat VI,G168,,gio-English_table.csv,Unmatched Manual & Non-Q ID,La Galleria di Minervat VI,Place
Manual,Unmatched (Manual),,,La Notte,A135,,work-English_table.csv,Unmatched Manual & Non-Q ID,La Notte,Work
Manual,Unmatched (Manual),,,La rissa all'Ambasciata di Spagna,A136,,work-English_table.csv,Unmatched Manual & Non-Q ID,La rissa all'Ambasciata di Spagna,Work
Manual,Unmatched (Manual),,,Lamport Hall,R113,,name-English_table.csv,Unmatched Manual & Non-Q ID,Lamport Hall,Person
Manual,Unmatched (Manual),,,Landscape with Man fleeing from Serpent,A137,,work-English_table.csv,Unmatched Manual & Non-Q ID,Landscape with Man fleeing from Serpent,Work
Manual,Unmatched (Manual),,,Landscape with Man killed by a Snake,A138,,work-English_table.csv,Unmatched Manual & Non-Q ID,Landscape with Man killed by a Snake,Work
Manual,Unmatched (Manual),,,Landscape with Rural Dance,A139,,work-English_table.csv,Unmatched Manual & Non-Q ID,Landscape with Rural Dance,Work
Manual,Unmatched (Manual),,,Landscape with Woman washing her Feet,A140,,work-English_table.csv,Unmatched Manual & Non-Q ID,Landscape with Woman washing her Feet,Work
Manual,Unmatched (Manual),,,Landscape with figures and animals,A391,,work-English_table.csv,Unmatched Manual & Non-Q ID,Landscape with figures and animals,Work
Manual,Unmatched (Manual),,,Lazzaro Rivera,R114,,name-English_table.csv,Unmatched Manual & Non-Q ID,Lazzaro Rivera,Person
Manual,Unmatched (Manual),,,Le Artiche vanno per le vie nella citta di Venezia,A371,,work-English_table.csv,Unmatched Manual & Non-Q ID,Le Artiche vanno per le vie nella citta di Venezia,Work
Manual,Unmatched (Manual),,,Le Fabbriche e Vedute di Venetia,A392,,work-English_table.csv,Unmatched Manual & Non-Q ID,Le Fabbriche e Vedute di Venetia,Work
Manual,Unmatched (Manual),,,Leda,A141,,work-English_table.csv,Unmatched Manual & Non-Q ID,Leda,Work
Manual,Unmatched (Manual),,,Leonardo Pasqueti,R115,,name-English_table.csv,Unmatched Manual & Non-Q ID,Leonardo Pasqueti,Person
Manual,Unmatched (Manual),,,Leto turning the Shepherds into Frogs,A318,,work-English_table.csv,Unmatched Manual & Non-Q ID,Leto turning the Shepherds into Frogs,Work
Manual,Unmatched (Manual),,,Library of King's College,G153,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Library of King's College,Place
Manual,Unmatched (Manual),,,Life of Christ series,A142,,work-English_table.csv,Unmatched Manual & Non-Q ID,Life of Christ series,Work
Manual,Unmatched (Manual),,,Lina Livan,R118,,name-English_table.csv,Unmatched Manual & Non-Q ID,Lina Livan,Person
Manual,Unmatched (Manual),,,Lita-Rose Betcherman,R119,,name-English_table.csv,Unmatched Manual & Non-Q ID,Lita-Rose Betcherman,Person
Manual,Unmatched (Manual),,,Lorenzo Rossi,R124,,name-English_table.csv,Unmatched Manual & Non-Q ID,Lorenzo Rossi,Person
Manual,Unmatched (Manual),,,Louis Bordet,R125,,name-English_table.csv,Unmatched Manual & Non-Q ID,Louis Bordet,Person
Manual,Unmatched (Manual),,,Louis Demonts,R126,,name-English_table.csv,Unmatched Manual & Non-Q ID,Louis Demonts,Person
Manual,Unmatched (Manual),,,Louis XIV,A143,,work-English_table.csv,Unmatched Manual & Non-Q ID,Louis XIV,Work
Manual,Unmatched (Manual),,,Luca Bartolotti,R127,,name-English_table.csv,Unmatched Manual & Non-Q ID,Luca Bartolotti,Person
Manual,Unmatched (Manual),,,Luca Ombrosi,R128,,name-English_table.csv,Unmatched Manual & Non-Q ID,Luca Ombrosi,Person
Manual,Unmatched (Manual),,,Lucchese community,G12,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Lucchese community,Place
Manual,Unmatched (Manual),,,Lucien Marcheix,R129,,name-English_table.csv,Unmatched Manual & Non-Q ID,Lucien Marcheix,Person
Manual,Unmatched (Manual),,,Luigi Ferrari,R132,,name-English_table.csv,Unmatched Manual & Non-Q ID,Luigi Ferrari,Person
Manual,Unmatched (Manual),,,Luigi Teodoli,R134,,name-English_table.csv,Unmatched Manual & Non-Q ID,Luigi Teodoli,Person
Manual,Unmatched (Manual),,,M. de Bordeaux,R107,,name-English_table.csv,Unmatched Manual & Non-Q ID,M. de Bordeaux,Person
Manual,Unmatched (Manual),,,Madonna,A309,,work-English_table.csv,Unmatched Manual & Non-Q ID,Madonna,Work
Manual,Unmatched (Manual),,,Madonna and Child,A310,,work-English_table.csv,Unmatched Manual & Non-Q ID,Madonna and Child,Work
Manual,Unmatched (Manual),,,Madonna of the Rosary with Saints Dominic and Catherine,A379,,work-English_table.csv,Unmatched Manual & Non-Q ID,Madonna of the Rosary with Saints Dominic and Catherine,Work
Manual,Unmatched (Manual),,,Maecenas,A363,,work-English_table.csv,Unmatched Manual & Non-Q ID,Maecenas,Work
Manual,Unmatched (Manual),,,Maestro Valerio Antonio Zarzabini,R135,,name-English_table.csv,Unmatched Manual & Non-Q ID,Maestro Valerio Antonio Zarzabini,Person
Manual,Unmatched (Manual),,,Main Dome Frescoes of the Church of the Gesù,A144,,work-English_table.csv,Unmatched Manual & Non-Q ID,Main Dome Frescoes of the Church of the Gesù,Work
Manual,Unmatched (Manual),,,Malborough Fine Art Ltd,G157,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Malborough Fine Art Ltd,Place
Manual,Unmatched (Manual),,,Malcolm Campbell,R136,,name-English_table.csv,Unmatched Manual & Non-Q ID,Malcolm Campbell,Person
Manual,Unmatched (Manual),,,Marcello Sacchetti,A370,,work-English_table.csv,Unmatched Manual & Non-Q ID,Marcello Sacchetti,Work
Manual,Unmatched (Manual),,,Marchese Girolamo Durazzo,R137,,name-English_table.csv,Unmatched Manual & Non-Q ID,Girolamo Durazzo,Person
Manual,Unmatched (Manual),,,Marchigian town,G65,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Marchigian town,Place
Manual,Unmatched (Manual),,,Marco Fantuzzi,R139,,name-English_table.csv,Unmatched Manual & Non-Q ID,Marco Fantuzzi,Person
Manual,Unmatched (Manual),,,Marco Foscarini's palace,G96,,gio-English_table.csv,Unmatched Manual & Non-Q ID,Palazzo Marco Foscarini's,Place
Manual,Unmatched (Manual),,,Maresca di Serracapmula,R140,,name-English_table.csv,Unmatched Manual & Non-Q ID,Maresca di Serracapmula,Person
Manual,Unmatched (Manual),,,Maria Caterina,R141,,name-English_table.csv,Unmatched Manual & Non-Q ID,Maria Caterina,Person
Manual,Unmatched (Manual),,,Maria Elena Ghelli,R142,,name-English_table.csv,Unmatched Manual & Non-Q ID,Maria Elena Ghelli,Person
Manual,Unmatched (Manual),,,Maria Pamfili,R144,,name-English_table.csv,Unmatched Manual & Non-Q ID,Maria Pamfili,Person
