Source_Side,Status,Index_Entry,CIDOC_Type,Manual_Name,Manual_QID,Match_Type,File_Code,Extraction_Reason
Manual,Unmatched (Manual),,,Conte Carpegna,R30,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Conte Tassis,R31,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Copy of Annibale Carracci's Works,A426,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Copy of Raphael's Loggias,A427,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Correr Library,G42,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Corti Guido,R32,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,"Count of Bolagno, the Imperial ambassador",A72,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Couvent des Augustins Déchaussés,G137,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Cowper,A73,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Creusa imploring Aeneas to rescue his father Anchises from the fire of Troy,A74,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Crossing of the Red Sea,A75,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Crucifixion,A76,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Crucifixion with the Madonna,A77,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Damaso,G52,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Danae,A78,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Dance of Nymphs,A364,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,David with the head of Goliath,A79,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Death,A80,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Death of Abel,A81,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Death of Cleopatra,A82,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Death of St. Francis Xavier,A321,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Death of Wallenstein,A83,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Decorations for St. Augustine Church,A84,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Decorative Paintings for Pisa Residence,A85,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Dedicatory Frontispiece to Etchings,A86,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Deianira and Nessus,A383,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Della Lena,R33,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Design for Sant'Andrea al Quirinale,A87,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Design for St. Peter's Square,A88,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Diana and Actaeon,A368,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Diana and Callisto,A89,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Diana and Endymion,A332,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Didwich,G124,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Directors of Chatto & Windus,G150,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Divine Right of Kings,A90,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,"Divine Virtues, Faith, Hope, Charity and Wisdom",A429,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Dome Frescoes of Sant'Agnese in Agone,A91,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Domenico Darmanno,R35,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Domenico da Isnello,R34,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Don Cesare Leopardi d`Osimo,R36,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Don Giovanni Domenico Brustoloni,R38,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Drawings of Sagredo Family Members,A430,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Dream of St Joseph,A92,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Duplex Intercessio,A93,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Edgar de Vaes,R39,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Edgwareand,G113,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Edoardo Lombardo,R40,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Education of the Virgin,A333,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,El Escorial,G37,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Elena Crinò,R41,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Eleonora Zambeccari,R42,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Elijah carried to Heaven in a Chariot of Fire,A415,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Elizabeth Felton,R43,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Elizabetta Antoniazzi Rossi,R44,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Emile Baudson,R45,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Enrico Brol,R46,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,"Entry of the Count of Colloredo, the Imperial ambassador",A387,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Enzo Crea,R47,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Equestrian Statue of Henry IV,A339,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Escape from Egypt,A481,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Este,G125,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Estella Brunetti,R48,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Esther,A336,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Etchings of Oriental-style Heads,A431,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Eteocles and Polynices,A432,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Europa,A388,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,European scientific societies,G72,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Fabio de Fabiis,R49,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Fabrizio Tarso,R50,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Facade of S. Maria del Giglio,A94,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Faith crushing Idolatry,A433,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Fame Carrying the Name of Louis XIV to the Temple of Immortality,A375,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Fame inscribing the glories of Louis XIV on the shoulders of Time,A397,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Family Chapels in Santa Maria Maggiore,G60,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Family of Darius before Alexander the Great,A349,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Fantastical Heads in the Manner of Giorgione,A95,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Fates,A96,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Federico Correr Lorenzetti,R52,,name-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Ferney,G24,,gio-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Finding of Romulus and Remus,A337,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Flaminio Corner,A97,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Flight into Egypt,A384,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Flight into Egypt,A98,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Flight into Egypt,A99,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Flight of Aeneas from Troy,A100,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Flora,A101,,work-English_table.csv,Unmatched & Non-Q ID
Manual,Unmatched (Manual),,,Fondamenta Foscarini,G149,,gio-English_table.csv,Unmatched & Non-Q ID
